#quick,cg_local
16384
13339,91
13340,81
13341,91
13342,110
13343,113
13344,12
13345,13
13346,52
13347,38
13348,17
13349,25
13350,18
13351,23
13352,69
13353,38
13354,40
13355,56
13356,75
13357,26
13358,82
13359,80
13360,11
13361,14
13362,37
13363,5
13364,18
13365,23
13366,19
13367,22
13368,71
13369,5
13370,57
13371,95
13372,82
13373,80
13374,83
13375,115
13376,67
13377,66
13378,58
13379,86
13380,69
13381,38
13382,40
13383,56
13384,92
13385,93
13386,128
13387,122
13388,94
13389,91
13390,129
13391,123
13392,66
13393,68
13394,40
13395,56
13396,38
13397,53
13398,23
13399,27
13400,81
13401,57
13402,129
13403,123
13404,101
13405,102
13406,135
13407,137
13408,54
13409,15
13410,81
13411,91
13412,75
13413,26
13414,82
13415,80
13416,94
13417,91
13418,129
13419,123
13420,96
13421,87
13422,131
13423,124
13424,55
13425,16
13426,57
13427,95
13428,76
13429,27
13430,22
13431,103
13432,91
13433,95
13434,123
13435,130
13436,87
13437,105
13438,124
13439,139
13440,50
13441,4
13442,52
13443,38
13444,11
13445,14
13446,37
13447,5
13448,66
13449,68
13450,40
13451,56
13452,55
13453,16
13454,57
13455,95
13456,11
13457,14
13458,18
13459,23
13460,37
13461,5
13462,19
13463,22
13464,71
13465,5
13466,82
13467,80
13468,57
13469,95
13470,83
13471,115
13472,52
13473,38
13474,18
13475,76
13476,18
13477,23
13478,19
13479,22
13480,38
13481,53
13482,23
13483,27
13484,76
13485,27
13486,22
13487,103
13488,37
13489,5
13490,19
13491,22
13492,19
13493,22
13494,20
13495,111
13496,5
13497,72
13498,22
13499,103
13500,22
13501,103
13502,111
13503,117
13504,70
13505,71
13506,81
13507,91
13508,71
13509,5
13510,57
13511,95
13512,81
13513,57
13514,129
13515,123
13516,91
13517,95
13518,123
13519,130
13520,71
13521,5
13522,82
13523,80
13524,5
13525,72
13526,22
13527,103
13528,82
13529,22
13530,131
13531,124
13532,80
13533,103
13534,124
13535,139
13536,81
13537,91
13538,110
13539,113
13540,82
13541,80
13542,83
13543,115
13544,101
13545,102
13546,135
13547,137
13548,87
13549,105
13550,124
13551,139
13552,57
13553,95
13554,83
13555,115
13556,22
13557,103
13558,111
13559,117
13560,80
13561,103
13562,124
13563,139
13564,88
13565,31
13566,125
13567,142
13568,65
13569,10
13570,62
13571,63
13572,69
13573,38
13574,38
13575,53
13576,54
13577,55
13578,59
13579,60
13580,94
13581,91
13582,101
13583,102
13584,66
13585,68
13586,38
13587,53
13588,40
13589,56
13590,23
13591,27
13592,81
13593,57
13594,101
13595,102
13596,129
13597,123
13598,135
13599,137
13600,69
13601,38
13602,38
13603,53
13604,75
13605,26
13606,76
13607,27
13608,75
13609,76
13610,26
13611,27
13612,96
13613,87
13614,87
13615,105
13616,71
13617,5
13618,5
13619,72
13620,82
13621,80
13622,22
13623,103
13624,82
13625,22
13626,80
13627,103
13628,131
13629,124
13630,124
13631,139
13632,54
13633,55
13634,59
13635,60
13636,75
13637,76
13638,26
13639,27
13640,97
13641,98
13642,132
13643,133
13644,112
13645,113
13646,136
13647,137
13648,15
13649,16
13650,26
13651,27
13652,26
13653,27
13654,29
13655,30
13656,107
13657,108
13658,136
13659,137
13660,136
13661,137
13662,145
13663,146
13664,94
13665,91
13666,101
13667,102
13668,96
13669,87
13670,87
13671,105
13672,112
13673,113
13674,136
13675,137
13676,118
13677,84
13678,140
13679,141
13680,91
13681,95
13682,80
13683,103
13684,87
13685,105
13686,88
13687,31
13688,114
13689,115
13690,138
13691,139
13692,140
13693,141
13694,147
13695,148
13696,66
13697,68
13698,38
13699,53
13700,71
13701,5
13702,5
13703,72
13704,15
13705,16
13706,26
13707,27
13708,91
13709,95
13710,80
13711,103
13712,55
13713,16
13714,76
13715,27
13716,57
13717,95
13718,22
13719,103
13720,91
13721,95
13722,87
13723,105
13724,123
13725,130
13726,124
13727,139
13728,40
13729,56
13730,23
13731,27
13732,82
13733,80
13734,22
13735,103
13736,26
13737,27
13738,29
13739,30
13740,87
13741,105
13742,88
13743,31
13744,57
13745,95
13746,22
13747,103
13748,83
13749,115
13750,111
13751,117
13752,80
13753,103
13754,88
13755,31
13756,124
13757,139
13758,125
13759,142
13760,81
13761,57
13762,101
13763,102
13764,82
13765,22
13766,80
13767,103
13768,107
13769,108
13770,136
13771,137
13772,114
13773,115
13774,138
13775,139
13776,91
13777,95
13778,87
13779,105
13780,80
13781,103
13782,88
13783,31
13784,114
13785,115
13786,140
13787,141
13788,138
13789,139
13790,147
13791,148
13792,129
13793,123
13794,135
13795,137
13796,131
13797,124
13798,124
13799,139
13800,136
13801,137
13802,145
13803,146
13804,140
13805,141
13806,147
13807,148
13808,123
13809,130
13810,124
13811,139
13812,124
13813,139
13814,125
13815,142
13816,138
13817,139
13818,147
13819,148
13820,147
13821,148
13822,151
13823,152
13824,89
13825,58
13826,58
13827,59
13828,92
13829,99
13830,81
13831,101
13832,92
13833,81
13834,99
13835,101
13836,97
13837,107
13838,107
13839,114
13840,79
13841,40
13842,40
13843,26
13844,81
13845,101
13846,82
13847,87
13848,81
13849,82
13850,101
13851,87
13852,107
13853,114
13854,114
13855,84
13856,92
13857,99
13858,81
13859,101
13860,109
13861,134
13862,110
13863,135
13864,94
13865,101
13866,101
13867,104
13868,112
13869,136
13870,114
13871,138
13872,93
13873,100
13874,57
13875,80
13876,110
13877,135
13878,83
13879,124
13880,91
13881,80
13882,102
13883,105
13884,114
13885,138
13886,116
13887,141
13888,92
13889,81
13890,99
13891,101
13892,94
13893,101
13894,101
13895,104
13896,109
13897,110
13898,134
13899,135
13900,112
13901,114
13902,136
13903,138
13904,93
13905,57
13906,100
13907,80
13908,91
13909,102
13910,80
13911,105
13912,110
13913,83
13914,135
13915,124
13916,114
13917,116
13918,138
13919,141
13920,97
13921,107
13922,107
13923,114
13924,112
13925,136
13926,114
13927,138
13928,112
13929,114
13930,136
13931,138
13932,118
13933,140
13934,140
13935,147
13936,98
13937,108
13938,108
13939,115
13940,113
13941,137
13942,115
13943,139
13944,113
13945,115
13946,137
13947,139
13948,84
13949,141
13950,141
13951,148
13952,79
13953,40
13954,40
13955,26
13956,93
13957,100
13958,57
13959,80
13960,93
13961,57
13962,100
13963,80
13964,98
13965,108
13966,108
13967,115
13968,21
13969,23
13970,23
13971,29
13972,57
13973,80
13974,22
13975,88
13976,57
13977,22
13978,80
13979,88
13980,108
13981,115
13982,115
13983,119
13984,81
13985,101
13986,82
13987,87
13988,110
13989,135
13990,83
13991,124
13992,91
13993,102
13994,80
13995,105
13996,113
13997,137
13998,115
13999,139
14000,57
14001,80
14002,22
14003,88
14004,83
14005,124
14006,111
14007,125
14008,95
14009,103
14010,103
14011,31
14012,115
14013,139
14014,117
14015,142
14016,81
14017,82
14018,101
14019,87
14020,91
14021,80
14022,102
14023,105
14024,110
14025,83
14026,135
14027,124
14028,113
14029,115
14030,137
14031,139
14032,57
14033,22
14034,80
14035,88
14036,95
14037,103
14038,103
14039,31
14040,83
14041,111
14042,124
14043,125
14044,115
14045,117
14046,139
14047,142
14048,107
14049,114
14050,114
14051,84
14052,114
14053,138
14054,116
14055,141
14056,114
14057,116
14058,138
14059,141
14060,84
14061,141
14062,141
14063,148
14064,108
14065,115
14066,115
14067,119
14068,115
14069,139
14070,117
14071,142
14072,115
14073,117
14074,139
14075,142
14076,119
14077,142
14078,142
14079,149
14080,90
14081,86
14082,86
14083,60
14084,94
14085,101
14086,91
14087,102
14088,94
14089,91
14090,101
14091,102
14092,112
14093,114
14094,114
14095,116
14096,86
14097,56
14098,56
14099,27
14100,101
14101,104
14102,80
14103,105
14104,101
14105,80
14106,104
14107,105
14108,136
14109,138
14110,138
14111,141
14112,94
14113,101
14114,91
14115,102
14116,112
14117,136
14118,113
14119,137
14120,96
14121,87
14122,87
14123,105
14124,118
14125,140
14126,84
14127,141
14128,91
14129,80
14130,95
14131,103
14132,114
14133,138
14134,115
14135,139
14136,87
14137,88
14138,105
14139,31
14140,140
14141,147
14142,141
14143,148
14144,94
14145,91
14146,101
14147,102
14148,96
14149,87
14150,87
14151,105
14152,112
14153,113
14154,136
14155,137
14156,118
14157,84
14158,140
14159,141
14160,91
14161,95
14162,80
14163,103
14164,87
14165,105
14166,88
14167,31
14168,114
14169,115
14170,138
14171,139
14172,140
14173,141
14174,147
14175,148
14176,112
14177,114
14178,114
14179,116
14180,118
14181,140
14182,84
14183,141
14184,118
14185,84
14186,140
14187,141
14188,120
14189,143
14190,143
14191,150
14192,113
14193,115
14194,115
14195,117
14196,84
14197,141
14198,119
14199,142
14200,84
14201,119
14202,141
14203,142
14204,143
14205,150
14206,150
14207,152
14208,86
14209,56
14210,56
14211,27
14212,91
14213,80
14214,95
14215,103
14216,91
14217,95
14218,80
14219,103
14220,113
14221,115
14222,115
14223,117
14224,60
14225,27
14226,27
14227,30
14228,102
14229,105
14230,103
14231,31
14232,102
14233,103
14234,105
14235,31
14236,137
14237,139
14238,139
14239,142
14240,101
14241,104
14242,80
14243,105
14244,114
14245,138
14246,115
14247,139
14248,87
14249,105
14250,88
14251,31
14252,84
14253,141
14254,119
14255,142
14256,102
14257,105
14258,103
14259,31
14260,116
14261,141
14262,117
14263,142
14264,105
14265,31
14266,31
14267,106
14268,141
14269,148
14270,142
14271,149
14272,101
14273,80
14274,104
14275,105
14276,87
14277,88
14278,105
14279,31
14280,114
14281,115
14282,138
14283,139
14284,84
14285,119
14286,141
14287,142
14288,102
14289,103
14290,105
14291,31
14292,105
14293,31
14294,31
14295,106
14296,116
14297,117
14298,141
14299,142
14300,141
14301,142
14302,148
14303,149
14304,136
14305,138
14306,138
14307,141
14308,140
14309,147
14310,141
14311,148
14312,140
14313,141
14314,147
14315,148
14316,143
14317,150
14318,150
14319,152
14320,137
14321,139
14322,139
14323,142
14324,141
14325,148
14326,142
14327,149
14328,141
14329,142
14330,148
14331,149
14332,150
14333,152
14334,152
14335,153
14336,3
14337,7
14338,7
14339,62
14340,7
14341,13
14342,4
14343,38
14344,7
14345,4
14346,13
14347,38
14348,62
14349,38
14350,38
14351,76
14352,51
14353,66
14354,66
14355,86
14356,66
14357,15
14358,71
14359,91
14360,66
14361,71
14362,15
14363,91
14364,86
14365,91
14366,91
14367,113
14368,7
14369,13
14370,4
14371,38
14372,13
14373,25
14374,14
14375,23
14376,4
14377,14
14378,14
14379,5
14380,38
14381,23
14382,5
14383,22
14384,10
14385,38
14386,68
14387,56
14388,38
14389,26
14390,5
14391,80
14392,68
14393,5
14394,16
14395,95
14396,56
14397,80
14398,95
14399,115
14400,7
14401,4
14402,13
14403,38
14404,4
14405,14
14406,14
14407,5
14408,13
14409,14
14410,25
14411,23
14412,38
14413,5
14414,23
14415,22
14416,10
14417,68
14418,38
14419,56
14420,68
14421,16
14422,5
14423,95
14424,38
14425,5
14426,26
14427,80
14428,56
14429,95
14430,80
14431,115
14432,62
14433,38
14434,38
14435,76
14436,38
14437,23
14438,5
14439,22
14440,38
14441,5
14442,23
14443,22
14444,76
14445,22
14446,22
14447,111
14448,63
14449,53
14450,53
14451,27
14452,53
14453,27
14454,72
14455,103
14456,53
14457,72
14458,27
14459,103
14460,27
14461,103
14462,103
14463,117
14464,51
14465,66
14466,66
14467,86
14468,10
14469,38
14470,68
14471,56
14472,10
14473,68
14474,38
14475,56
14476,63
14477,53
14478,53
14479,27
14480,74
14481,93
14482,93
14483,122
14484,55
14485,91
14486,57
14487,123
14488,55
14489,57
14490,91
14491,123
14492,60
14493,102
14494,102
14495,137
14496,66
14497,15
14498,71
14499,91
14500,38
14501,26
14502,5
14503,80
14504,68
14505,16
14506,5
14507,95
14508,53
14509,27
14510,72
14511,103
14512,55
14513,91
14514,57
14515,123
14516,76
14517,87
14518,22
14519,124
14520,16
14521,95
14522,95
14523,130
14524,27
14525,105
14526,103
14527,139
14528,66
14529,71
14530,15
14531,91
14532,68
14533,5
14534,16
14535,95
14536,38
14537,5
14538,26
14539,80
14540,53
14541,72
14542,27
14543,103
14544,55
14545,57
14546,91
14547,123
14548,16
14549,95
14550,95
14551,130
14552,76
14553,22
14554,87
14555,124
14556,27
14557,103
14558,105
14559,139
14560,86
14561,91
14562,91
14563,113
14564,56
14565,80
14566,95
14567,115
14568,56
14569,95
14570,80
14571,115
14572,27
14573,103
14574,103
14575,117
14576,60
14577,102
14578,102
14579,137
14580,27
14581,105
14582,103
14583,139
14584,27
14585,103
14586,105
14587,139
14588,30
14589,31
14590,31
14591,142
14592,51
14593,10
14594,10
14595,63
14596,66
14597,38
14598,68
14599,53
14600,66
14601,68
14602,38
14603,53
14604,86
14605,56
14606,56
14607,27
14608,74
14609,55
14610,55
14611,60
14612,93
14613,91
14614,57
14615,102
14616,93
14617,57
14618,91
14619,102
14620,122
14621,123
14622,123
14623,137
14624,66
14625,38
14626,68
14627,53
14628,15
14629,26
14630,16
14631,27
14632,71
14633,5
14634,5
14635,72
14636,91
14637,80
14638,95
14639,103
14640,55
14641,76
14642,16
14643,27
14644,91
14645,87
14646,95
14647,105
14648,57
14649,22
14650,95
14651,103
14652,123
14653,124
14654,130
14655,139
14656,66
14657,68
14658,38
14659,53
14660,71
14661,5
14662,5
14663,72
14664,15
14665,16
14666,26
14667,27
14668,91
14669,95
14670,80
14671,103
14672,55
14673,16
14674,76
14675,27
14676,57
14677,95
14678,22
14679,103
14680,91
14681,95
14682,87
14683,105
14684,123
14685,130
14686,124
14687,139
14688,86
14689,56
14690,56
14691,27
14692,91
14693,80
14694,95
14695,103
14696,91
14697,95
14698,80
14699,103
14700,113
14701,115
14702,115
14703,117
14704,60
14705,27
14706,27
14707,30
14708,102
14709,105
14710,103
14711,31
14712,102
14713,103
14714,105
14715,31
14716,137
14717,139
14718,139
14719,142
14720,74
14721,55
14722,55
14723,60
14724,55
14725,76
14726,16
14727,27
14728,55
14729,16
14730,76
14731,27
14732,60
14733,27
14734,27
14735,30
14736,78
14737,98
14738,98
14739,133
14740,98
14741,113
14742,108
14743,137
14744,98
14745,108
14746,113
14747,137
14748,133
14749,137
14750,137
14751,146
14752,93
14753,91
14754,57
14755,102
14756,91
14757,87
14758,95
14759,105
14760,57
14761,95
14762,22
14763,103
14764,102
14765,105
14766,103
14767,31
14768,98
14769,113
14770,108
14771,137
14772,113
14773,84
14774,115
14775,141
14776,108
14777,115
14778,115
14779,139
14780,137
14781,141
14782,139
14783,148
14784,93
14785,57
14786,91
14787,102
14788,57
14789,22
14790,95
14791,103
14792,91
14793,95
14794,87
14795,105
14796,102
14797,103
14798,105
14799,31
14800,98
14801,108
14802,113
14803,137
14804,108
14805,115
14806,115
14807,139
14808,113
14809,115
14810,84
14811,141
14812,137
14813,139
14814,141
14815,148
14816,122
14817,123
14818,123
14819,137
14820,123
14821,124
14822,130
14823,139
14824,123
14825,130
14826,124
14827,139
14828,137
14829,139
14830,139
14831,142
14832,133
14833,137
14834,137
14835,146
14836,137
14837,141
14838,139
14839,148
14840,137
14841,139
14842,141
14843,148
14844,146
14845,148
14846,148
14847,152
14848,39
14849,58
14850,24
14851,59
14852,58
14853,99
14854,40
14855,101
14856,24
14857,40
14858,25
14859,26
14860,59
14861,101
14862,26
14863,87
14864,79
14865,81
14866,40
14867,101
14868,81
14869,107
14870,82
14871,114
14872,40
14873,82
14874,26
14875,87
14876,101
14877,114
14878,87
14879,84
14880,58
14881,99
14882,40
14883,101
14884,99
14885,134
14886,100
14887,135
14888,40
14889,100
14890,23
14891,80
14892,101
14893,135
14894,80
14895,124
14896,86
14897,101
14898,56
14899,104
14900,101
14901,136
14902,80
14903,138
14904,56
14905,80
14906,27
14907,105
14908,104
14909,138
14910,105
14911,141
14912,24
14913,40
14914,25
14915,26
14916,40
14917,100
14918,23
14919,80
14920,25
14921,23
14922,28
14923,29
14924,26
14925,80
14926,29
14927,88
14928,21
14929,57
14930,23
14931,80
14932,57
14933,108
14934,22
14935,115
14936,23
14937,22
14938,29
14939,88
14940,80
14941,115
14942,88
14943,119
14944,59
14945,101
14946,26
14947,87
14948,101
14949,135
14950,80
14951,124
14952,26
14953,80
14954,29
14955,88
14956,87
14957,124
14958,88
14959,125
14960,60
14961,102
14962,27
14963,105
14964,102
14965,137
14966,103
14967,139
14968,27
14969,103
14970,30
14971,31
14972,105
14973,139
14974,31
14975,142
14976,79
14977,81
14978,40
14979,101
14980,86
14981,101
14982,56
14983,104
14984,21
14985,57
14986,23
14987,80
14988,60
14989,102
14990,27
14991,105
14992,93
14993,110
14994,100
14995,135
14996,91
14997,114
14998,80
14999,138
15000,57
15001,83
15002,80
15003,124
15004,102
15005,116
15006,105
15007,141
15008,81
15009,107
15010,82
15011,114
15012,101
15013,136
15014,80
15015,138
15016,57
15017,108
15018,22
15019,115
15020,102
15021,137
15022,103
15023,139
15024,91
15025,114
15026,80
15027,138
15028,87
15029,140
15030,88
15031,147
15032,95
15033,115
15034,103
15035,139
15036,105
15037,141
15038,31
15039,148
15040,40
15041,82
15042,26
15043,87
15044,56
15045,80
15046,27
15047,105
15048,23
15049,22
15050,29
15051,88
15052,27
15053,103
15054,30
15055,31
15056,57
15057,83
15058,80
15059,124
15060,95
15061,115
15062,103
15063,139
15064,22
15065,111
15066,88
15067,125
15068,103
15069,117
15070,31
15071,142
15072,101
15073,114
15074,87
15075,84
15076,104
15077,138
15078,105
15079,141
15080,80
15081,115
15082,88
15083,119
15084,105
15085,139
15086,31
15087,142
15088,102
15089,116
15090,105
15091,141
15092,105
15093,141
15094,31
15095,148
15096,103
15097,117
15098,31
15099,142
15100,31
15101,142
15102,106
15103,149
15104,79
15105,86
15106,21
15107,60
15108,81
15109,101
15110,57
15111,102
15112,40
15113,56
15114,23
15115,27
15116,101
15117,104
15118,80
15119,105
15120,93
15121,91
15122,57
15123,102
15124,110
15125,114
15126,83
15127,116
15128,100
15129,80
15130,80
15131,105
15132,135
15133,138
15134,124
15135,141
15136,81
15137,101
15138,57
15139,102
15140,107
15141,136
15142,108
15143,137
15144,82
15145,80
15146,22
15147,103
15148,114
15149,138
15150,115
15151,139
15152,91
15153,87
15154,95
15155,105
15156,114
15157,140
15158,115
15159,141
15160,80
15161,88
15162,103
15163,31
15164,138
15165,147
15166,139
15167,148
15168,40
15169,56
15170,23
15171,27
15172,82
15173,80
15174,22
15175,103
15176,26
15177,27
15178,29
15179,30
15180,87
15181,105
15182,88
15183,31
15184,57
15185,95
15186,22
15187,103
15188,83
15189,115
15190,111
15191,117
15192,80
15193,103
15194,88
15195,31
15196,124
15197,139
15198,125
15199,142
15200,101
15201,104
15202,80
15203,105
15204,114
15205,138
15206,115
15207,139
15208,87
15209,105
15210,88
15211,31
15212,84
15213,141
15214,119
15215,142
15216,102
15217,105
15218,103
15219,31
15220,116
15221,141
15222,117
15223,142
15224,105
15225,31
15226,31
15227,106
15228,141
15229,148
15230,142
15231,149
15232,93
15233,91
15234,57
15235,102
15236,91
15237,87
15238,95
15239,105
15240,57
15241,95
15242,22
15243,103
15244,102
15245,105
15246,103
15247,31
15248,98
15249,113
15250,108
15251,137
15252,113
15253,84
15254,115
15255,141
15256,108
15257,115
15258,115
15259,139
15260,137
15261,141
15262,139
15263,148
15264,110
15265,114
15266,83
15267,116
15268,114
15269,140
15270,115
15271,141
15272,83
15273,115
15274,111
15275,117
15276,116
15277,141
15278,117
15279,142
15280,113
15281,84
15282,115
15283,141
15284,84
15285,143
15286,119
15287,150
15288,115
15289,119
15290,117
15291,142
15292,141
15293,150
15294,142
15295,152
15296,100
15297,80
15298,80
15299,105
15300,80
15301,88
15302,103
15303,31
15304,80
15305,103
15306,88
15307,31
15308,105
15309,31
15310,31
15311,106
15312,108
15313,115
15314,115
15315,139
15316,115
15317,119
15318,117
15319,142
15320,115
15321,117
15322,119
15323,142
15324,139
15325,142
15326,142
15327,149
15328,135
15329,138
15330,124
15331,141
15332,138
15333,147
15334,139
15335,148
15336,124
15337,139
15338,125
15339,142
15340,141
15341,148
15342,142
15343,149
15344,137
15345,141
15346,139
15347,148
15348,141
15349,150
15350,142
15351,152
15352,139
15353,142
15354,142
15355,149
15356,148
15357,152
15358,149
15359,153
15360,39
15361,24
15362,58
15363,59
15364,24
15365,25
15366,40
15367,26
15368,58
15369,40
15370,99
15371,101
15372,59
15373,26
15374,101
15375,87
15376,79
15377,40
15378,81
15379,101
15380,40
15381,26
15382,82
15383,87
15384,81
15385,82
15386,107
15387,114
15388,101
15389,87
15390,114
15391,84
15392,24
15393,25
15394,40
15395,26
15396,25
15397,28
15398,23
15399,29
15400,40
15401,23
15402,100
15403,80
15404,26
15405,29
15406,80
15407,88
15408,21
15409,23
15410,57
15411,80
15412,23
15413,29
15414,22
15415,88
15416,57
15417,22
15418,108
15419,115
15420,80
15421,88
15422,115
15423,119
15424,58
15425,40
15426,99
15427,101
15428,40
15429,23
15430,100
15431,80
15432,99
15433,100
15434,134
15435,135
15436,101
15437,80
15438,135
15439,124
15440,86
15441,56
15442,101
15443,104
15444,56
15445,27
15446,80
15447,105
15448,101
15449,80
15450,136
15451,138
15452,104
15453,105
15454,138
15455,141
15456,59
15457,26
15458,101
15459,87
15460,26
15461,29
15462,80
15463,88
15464,101
15465,80
15466,135
15467,124
15468,87
15469,88
15470,124
15471,125
15472,60
15473,27
15474,102
15475,105
15476,27
15477,30
15478,103
15479,31
15480,102
15481,103
15482,137
15483,139
15484,105
15485,31
15486,139
15487,142
15488,79
15489,40
15490,81
15491,101
15492,21
15493,23
15494,57
15495,80
15496,86
15497,56
15498,101
15499,104
15500,60
15501,27
15502,102
15503,105
15504,93
15505,100
15506,110
15507,135
15508,57
15509,80
15510,83
15511,124
15512,91
15513,80
15514,114
15515,138
15516,102
15517,105
15518,116
15519,141
15520,40
15521,26
15522,82
15523,87
15524,23
15525,29
15526,22
15527,88
15528,56
15529,27
15530,80
15531,105
15532,27
15533,30
15534,103
15535,31
15536,57
15537,80
15538,83
15539,124
15540,22
15541,88
15542,111
15543,125
15544,95
15545,103
15546,115
15547,139
15548,103
15549,31
15550,117
15551,142
15552,81
15553,82
15554,107
15555,114
15556,57
15557,22
15558,108
15559,115
15560,101
15561,80
15562,136
15563,138
15564,102
15565,103
15566,137
15567,139
15568,91
15569,80
15570,114
15571,138
15572,95
15573,103
15574,115
15575,139
15576,87
15577,88
15578,140
15579,147
15580,105
15581,31
15582,141
15583,148
15584,101
15585,87
15586,114
15587,84
15588,80
15589,88
15590,115
15591,119
15592,104
15593,105
15594,138
15595,141
15596,105
15597,31
15598,139
15599,142
15600,102
15601,105
15602,116
15603,141
15604,103
15605,31
15606,117
15607,142
15608,105
15609,31
15610,141
15611,148
15612,31
15613,106
15614,142
15615,149
15616,79
15617,21
15618,86
15619,60
15620,40
15621,23
15622,56
15623,27
15624,81
15625,57
15626,101
15627,102
15628,101
15629,80
15630,104
15631,105
15632,93
15633,57
15634,91
15635,102
15636,100
15637,80
15638,80
15639,105
15640,110
15641,83
15642,114
15643,116
15644,135
15645,124
15646,138
15647,141
15648,40
15649,23
15650,56
15651,27
15652,26
15653,29
15654,27
15655,30
15656,82
15657,22
15658,80
15659,103
15660,87
15661,88
15662,105
15663,31
15664,57
15665,22
15666,95
15667,103
15668,80
15669,88
15670,103
15671,31
15672,83
15673,111
15674,115
15675,117
15676,124
15677,125
15678,139
15679,142
15680,81
15681,57
15682,101
15683,102
15684,82
15685,22
15686,80
15687,103
15688,107
15689,108
15690,136
15691,137
15692,114
15693,115
15694,138
15695,139
15696,91
15697,95
15698,87
15699,105
15700,80
15701,103
15702,88
15703,31
15704,114
15705,115
15706,140
15707,141
15708,138
15709,139
15710,147
15711,148
15712,101
15713,80
15714,104
15715,105
15716,87
15717,88
15718,105
15719,31
15720,114
15721,115
15722,138
15723,139
15724,84
15725,119
15726,141
15727,142
15728,102
15729,103
15730,105
15731,31
15732,105
15733,31
15734,31
15735,106
15736,116
15737,117
15738,141
15739,142
15740,141
15741,142
15742,148
15743,149
15744,93
15745,57
15746,91
15747,102
15748,57
15749,22
15750,95
15751,103
15752,91
15753,95
15754,87
15755,105
15756,102
15757,103
15758,105
15759,31
15760,98
15761,108
15762,113
15763,137
15764,108
15765,115
15766,115
15767,139
15768,113
15769,115
15770,84
15771,141
15772,137
15773,139
15774,141
15775,148
15776,100
15777,80
15778,80
15779,105
15780,80
15781,88
15782,103
15783,31
15784,80
15785,103
15786,88
15787,31
15788,105
15789,31
15790,31
15791,106
15792,108
15793,115
15794,115
15795,139
15796,115
15797,119
15798,117
15799,142
15800,115
15801,117
15802,119
15803,142
15804,139
15805,142
15806,142
15807,149
15808,110
15809,83
15810,114
15811,116
15812,83
15813,111
15814,115
15815,117
15816,114
15817,115
15818,140
15819,141
15820,116
15821,117
15822,141
15823,142
15824,113
15825,115
15826,84
15827,141
15828,115
15829,117
15830,119
15831,142
15832,84
15833,119
15834,143
15835,150
15836,141
15837,142
15838,150
15839,152
15840,135
15841,124
15842,138
15843,141
15844,124
15845,125
15846,139
15847,142
15848,138
15849,139
15850,147
15851,148
15852,141
15853,142
15854,148
15855,149
15856,137
15857,139
15858,141
15859,148
15860,139
15861,142
15862,142
15863,149
15864,141
15865,142
15866,150
15867,152
15868,148
15869,149
15870,152
15871,153
15872,126
15873,128
15874,128
15875,132
15876,128
15877,134
15878,129
15879,136
15880,128
15881,129
15882,134
15883,136
15884,132
15885,136
15886,136
15887,140
15888,127
15889,129
15890,129
15891,136
15892,129
15893,136
15894,131
15895,140
15896,129
15897,131
15898,136
15899,140
15900,136
15901,140
15902,140
15903,143
15904,128
15905,134
15906,129
15907,136
15908,134
15909,144
15910,135
15911,145
15912,129
15913,135
15914,135
15915,138
15916,136
15917,145
15918,138
15919,147
15920,122
15921,135
15922,123
15923,138
15924,135
15925,145
15926,124
15927,147
15928,123
15929,124
15930,137
15931,141
15932,138
15933,147
15934,141
15935,150
15936,128
15937,129
15938,134
15939,136
15940,129
15941,135
15942,135
15943,138
15944,134
15945,135
15946,144
15947,145
15948,136
15949,138
15950,145
15951,147
15952,122
15953,123
15954,135
15955,138
15956,123
15957,137
15958,124
15959,141
15960,135
15961,124
15962,145
15963,147
15964,138
15965,141
15966,147
15967,150
15968,132
15969,136
15970,136
15971,140
15972,136
15973,145
15974,138
15975,147
15976,136
15977,138
15978,145
15979,147
15980,140
15981,147
15982,147
15983,151
15984,133
15985,137
15986,137
15987,141
15988,137
15989,146
15990,139
15991,148
15992,137
15993,139
15994,146
15995,148
15996,141
15997,148
15998,148
15999,152
16000,127
16001,129
16002,129
16003,136
16004,122
16005,135
16006,123
16007,138
16008,122
16009,123
16010,135
16011,138
16012,133
16013,137
16014,137
16015,141
16016,122
16017,135
16018,135
16019,145
16020,123
16021,138
16022,124
16023,147
16024,123
16025,124
16026,138
16027,147
16028,137
16029,141
16030,141
16031,150
16032,129
16033,136
16034,131
16035,140
16036,135
16037,145
16038,124
16039,147
16040,123
16041,137
16042,124
16043,141
16044,137
16045,146
16046,139
16047,148
16048,123
16049,138
16050,124
16051,147
16052,124
16053,147
16054,125
16055,151
16056,130
16057,139
16058,139
16059,148
16060,139
16061,148
16062,142
16063,152
16064,129
16065,131
16066,136
16067,140
16068,123
16069,124
16070,137
16071,141
16072,135
16073,124
16074,145
16075,147
16076,137
16077,139
16078,146
16079,148
16080,123
16081,124
16082,138
16083,147
16084,130
16085,139
16086,139
16087,148
16088,124
16089,125
16090,147
16091,151
16092,139
16093,142
16094,148
16095,152
16096,136
16097,140
16098,140
16099,143
16100,138
16101,147
16102,141
16103,150
16104,138
16105,141
16106,147
16107,150
16108,141
16109,148
16110,148
16111,152
16112,137
16113,141
16114,141
16115,150
16116,139
16117,148
16118,142
16119,152
16120,139
16121,142
16122,148
16123,152
16124,142
16125,149
16126,149
16127,153
16128,127
16129,122
16130,122
16131,133
16132,129
16133,135
16134,123
16135,137
